25-jährige;25-year-old
 deutlicher;more clear
 fassen;grasp
 Aufführung;Performance
 Zahlung;Payment
 Transaktion;Transaction
 Prognose;Forecast
 War;War
 versprach;promised
 Wein;Wine
 Mailand;Milan
 Uni;University
 Ursula;Ursula
 evangelischen;Protestant
 Portugal;Portugal
 Vortag;the day before
 Büchern;books
 normalerweise;usually
 meldet;reports
 Motiv;Motive
 ließe;could
 Schleswig-Holstein;Schleswig-Holstein
 Durchbruch;Breakthrough
 Wünsche;Wishes
 erkennbar;visible
 vornehmen;make
 erleichtert;facilitated
 ausgewiesen;expelled
 Schumacher;Schumacher
 Lieder;Songs
 Fr;Fri
 Geschehen;happen
 arabischen;Arabic
 drin;in it
 niedrigen;low
 nutzt;uses
 vielfach;in many cases
 Christen;Christians
 Wieder;Again
 Versicherungen;insurance
 umstrittene;controversial
 OB;IF
 Quellen;Sources
 Wiedervereinigung;Reunion
 folgten;followed
 Fakten;facts
 aufgelöst;dissolved
 Ägypten;Egypt
 eröffnen;open
 benötigen;need
 gründete;founded
 vertraut;familiar
 Zuschüsse;Grants
 erhältlich;available
 fortsetzen;continue
 Hals;Neck
 Inseln;Islands
 Zusätzlich;In addition
 Bayerns;Bavaria
 n;n
 präsentierte;presented
 Klub;Club
 ermitteln;determine
 Buches;book
 Therapie;Therapy
 öfter;more often
 verdanken;owe
 Schlagzeilen;headlines
 Erwachsene;Adults
 Konsens;Consensus
 katholische;Catholic
 Explosion;Explosion
 fügte;added
 dunklen;dark
 beschloß;decided
 wachsende;growing
 Generationen;generations
 sobald;as soon as
 ungewöhnlich;unusual
 öffnet;opens
 Parlaments;Parliament
 Jedes;each
 schwieriger;difficult
 drauf;it
 enger;close
 Argumente;arguments
 Gipfel;Summit
 erstellen;create
 Perspektiven;prospects
 Bauer;Farmer
 gelingen;success
 verläßt;leaves
 Kann;can
 Parteichef;Party leader
 Phänomen;Phenomenon
 umstritten;controversial
 scheiterte;failed
 bemerkt;noticed
 Alternativen;alternatives
 Johannes;John
 Gerüchte;Rumors
 III;III
 Ausmaß;Extent
 Treffer;results
 Insbesondere;Especially
 Lebensmittel;Foods
 Stolz;Proud
 IWF;IMF
 heftigen;violent
 bemühen;endeavor
 Kammer;Chamber
 Schülern;students
 globalen;global
 Branchen;Industry sectors
 redet;talks
 Passagiere;passengers
 gebunden;bound
 Rücksicht;Consideration
 drastisch;drastically
 Option;Option
 Lieferung;Delivery
 Menschheit;Mankind
 reinen;pure
 Haare;Hair
 ökologische;environmental
 Schäfer;Shepherd
 Los;Come on
 Angeles;Angeles
 entdecken;discover
 Plätzen;places
 Durchführung;Execution
 fürchtet;fear
 angeben;specify
 Jörg;Jörg
 beherrscht;controlled
 Sturz;fall
 weitaus;much
 sofern;provided
 existieren;exist
 reisen;to travel
 organisieren;to organize
 Skandal;Scandal
 Räumen;rooms
 auseinander;apart
 zugrunde;basis
 IBM;IBM
 Tieren;animals
 Nachwuchs;Offspring
 St.;St .
 Treffpunkt;Meeting point
 gelangt;arrives
 derweil;Meanwhile
 Sozialisten;Socialists
 Rollen;Roll
 wendet;applies
 hinterlassen;leave
 Greenpeace;Greenpeace
 überflüssig;superfluous
 Lohnfortzahlung;Sick pay
 Vorgaben;Requirements
 niederländischen;Dutch
 spielten;played
 verringert;reduced
 Abwehr;defense
 geschützt;protected
 Annahme;Adoption
 getrieben;driven
 erreichten;reached
 Japaner;Japanese
 stärksten;strongest
 Kreise;circles
 Belegschaft;workforce
 generell;As a general rule
 Solange;So long
 städtische;urban
 Einsicht;intelligence
 Anzeigen;Show
 böse;angry
 parallel;parallel
 Wagner;Wagner
 kontrollieren;check
 erstenmal;first time
 Vorstandsmitglied;Board member
 Fähigkeit;Ability
 Anliegen;Issue
 Befreiung;Liberation
 total;total
 Mannschaften;Teams
 Bundespräsident;President
 Test;Test
 vorläufig;provisionally
 Zeile;Row
 gebucht;booked
 Abends;In the evening
 Mythos;Myth
 Veröffentlichung;Publication
 vierzig;Fourty
 umfassenden;broad
 Ansonsten;Otherwise
 werben;advertise
 Gehirn;Brain
 erwerben;acquire
 Substanz;Substance
 unteren;lower
 Rostock;Rostock
 Überprüfung;Check
 Rentner;Pensioner
 zweites;second
 DGB;DGB
 Vorstoß;advance
 sichergestellt;ensured
 deutlichen;clear
 musste;had to
 Gesetzgeber;legislators
 gleichermaßen;equally
 bewahren;preserve
 Motive;motives
 erledigt;done
 vorlegen;submit
 Kindergarten;Kindergarten
 vertritt;represents
 Deren;their
 weiten;wide
 Sowohl;Either
 Schwarz;Black
 demokratische;democratic
 Akademie;Academy
 löste;triggered
 aufzunehmen;record
 Luxemburg;Luxembourg
 euch;you
 empfehlen;recommend
 linke;left
 erwähnt;mentioned
 vergleichsweise;comparatively
 schönsten;beautiful
 Kleine;small
 Entdeckung;Discovery
 Taten;deeds
 Waffe;Weapon
 löschen;Clear
 Golf;Golf
 etliche;some of you
 Zugriff;Access
 Leverkusen;Leverkusen
 einzelner;individual
 jenes;that
 Stellvertreter;deputy
 Mittlerweile;meanwhile
 hierfür;therefor
 Loch;Hole
 verwandelt;transformed
 kehrt;versa
 eingeräumt;granted
 Holding;Holding
 Ansehen;Look at
 ausfallen;fail
 Merkmal;Characteristic
 Regierungschefs;Government
 DFB;DFB
 öffentlicher;public
 Immer;Always
 wieder;again
 Füßen;feet
 letztes;last
 Stoffe;substances
 Regime;Regime
 Schweigen;Silence
 Periode;Period
 feierte;celebrated
 durften;were allowed
 for;for
 Abenteuer;Adventure
 endgültige;final
 bittet;asks
 Redaktion;Editorial staff
 Reden;Talk
 Gästen;guests
 versteckt;hidden
 Immobilien;Property
 Kilo;Kilo
 gerichtet;directed
 Ludwig;Ludwig
 Börsen;stock exchanges
 benachbarten;adjacent
 echten;real
 bezeichnen;describe
 Überblick;Overview
 konservativen;conservative
 Kündigung;Termination
 Ausstattung;Domestic equipments
 Belastungen;Charges
 verarbeitet;processed
 Staatspräsident;President
 Zumindest;At least
 Qualifikation;Qualification
 krank;Sick
 stehenden;standing
 Faust;Fist
 Freistaat;Free State
 Soll;Should
 angesprochen;addressed
 untersuchen;examine
 Landeshauptstadt;State capital
 Fazit;Conclusion
 jemals;ever
 Umstellung;conversion
 spanische;Spanish
 Enttäuschung;Disappointment
 Komponente;Component
 Verbandes;Association
 gewußt;known
 brechen;break
 handelte;acted
 Lediglich;Only
 berücksichtigen;account
 rot-grünen;red-green
 gerettet;rescued
 veröffentlichte;published
 müde;tired
 vorgesehenen;provided
 streiten;fight
 genügt;enough
 Kulturen;cultures
 Telekommunikation;Telecommunications
 ehemals;formerly
 Sachsen-Anhalt;Saxony-Anhalt
 herrschte;prevailed
 beschreiben;describe
 steigenden;rising
 Meldungen;messages
 Kindheit;Childhood
 bewölkt;cloudy
 Oft;Often
 freundlich;friendly
 Betreiber;Operator
 Hanauer;Hanauer
 besorgt;concerned
 restlichen;remaining
 erlauben;allow
 Etwas;Something
 UN;U.N
 gestoßen;encountered
 Bibliothek;Library
 verschaffen;gain
 Berichten;To report
 kommunistischen;communist
 Gute;Quality
 Lied;Song
 Agentur;Agency
 christlichen;Christian
 Gemeinsam;Together
 Erwerb;acquisition
 Sportler;Athlete
 Nationalspieler;National player
 geborene;born
 Quote;quote
 berechnet;calculated
 Partnerschaft;Partnership
 Komödie;Comedy
 Bürgerkrieg;Civil War
 religiösen;religious
 Offenbar;apparently
 Münchener;Munich
 Einzug;feeder
 schwach;weak
 quasi;so to say
 schildert;describes
 Sonst;Otherwise
 Motor;Engine
 Rettung;Rescue
 aufgeben;give up
 drängt;urges
 geholfen;helped
 Dialogfenster;Dialog box
 Schuß;Shot
 verglichen;compared
 Protokoll;Protocol
 sozial;social
 Christine;Christine
 Zunahme;Increase
 Börsengang;Initial public offering
 Wohl;Well
 vermag;can
 gestoppt;stopped
 Offensive;Offensive
 Versprechen;Promise
 gehöre;belong
 behandeln;to treat
 Sogar;Even
 gelaufen;ran
 Do;Do
 Brüder;Brothers
 mitunter;sometimes
 Entlassung;dismissal
 Steffi;Steffi
 Graf;Graf
 aufgeführt;listed
 Inflation;Inflation
 Übergang;Crossing
 Monika;Monika
 bearbeitet;processed
 Sicher;For sure
 Löhne;wages
 Filmen;Film
 Arbeitsgruppe;Working Group
 voneinander;from each other
 heimischen;domestic
 Bundesverfassungsgericht;Federal Constitutional Court
 keinesfalls;Never
 gefüllt;filled
 Unrecht;wrong
 eingegangen;received
 Im;In the
 übrigen;other
 Magazin;Magazine
 Detail;Detail
 Innenministerium;Ministry of the Interior
 Kürzungen;cuts
 begannen;began
 begegnen;to encounter
 entdeckte;discovered
 geholt;fetched
 massiven;massive
 umgehen;bypass
 Potential;Potential
 einfacher;easier
 verließ;left
 weite;wide
 Münster;Muenster
 Rock;Skirt
 Franken;Franks
 Sanktionen;sanctions
 anfangs;at first
 jüngeren;younger
 Vizepräsident;Vice President
 Köpfe;heads
 Bayer;Bayer
 verständlich;understandable
 Weniger;Fewer
 eingeben;enter
 zugesagt;promised
 mit;With
 Blick;views
 auf;on
 mehrerer;more
 Eines;One
 Besuchern;visitors
 blauen;blue
 Ehemann;Husband
 Haar;Hair
 hinsichtlich;regarding
 Defizit;Deficit
 Bach;Bach
 Halbfinale;semi-final
 Fortschritte;progress
 Fax;Fax
 Zur;for
 Zeit;Time
 lebende;living
 skeptisch;skeptical
 Vermittlung;mediation
 reichte;handed
 Karin;Karin
 Irland;Ireland
 Gesetzentwurf;Bill
 realisiert;realized
 Verfolgung;Persecution
 Freundschaft;Friendship
 Fähigkeiten;Skills
 geleitet;passed
 Tages;day
 Reduzierung;Reduction
 Andrea;Andrea
 Senator;Senator
 Optimismus;Optimism
 Tränen;Tears
 westliche;Western
 Singapur;Singapore
 leeren;empty
 zwingen;to force
 zeitweise;temporarily
 Ersatz;Replacement
 to;to
 Linken;left
 Flügel;Wing
 Erhalt;receipt
 jung;young
 stimmten;voted
 Außer;Except
 Anstrengungen;efforts
 Kalifornien;California
 Bedrohung;Threat
 durchschnittliche;average
 festgehalten;held
 Romans;novel
 natürlichen;natural
 Versammlung;Assembly
 scheitern;fail
 Arbeitszeit;Working hours
 oberen;top
 locker;relaxed
 eventuell;perhaps
 Impulse;pulses
 Opfern;Sacrifice
 gestohlen;stolen
 vorliegen;available
 wandte;turned
 drehen;rotate
 einstimmig;unanimously
 v.Chr.;B.C.
 unabhängigen;independent
 Bertelsmann;Bertelsmann
 Koch;Cook
 täglichen;daily
 darstellt;represents
 verteidigt;defended
 massiv;solid
 Brüsseler;Brussels
 verteilen;to distribute
 Messer;Knife
 erforderlichen;required
 entfallen;accounts
 Aufhebung;suspension
 klagen;complain
 Weber;Weber
 Prognosen;forecasting
 Flugzeuge;aircraft
 vergangene;past
 Karlsruher;Karlsruhe
 Angehörige;members
 geltend;claims
 Geschmack;Taste
 Völker;People
 Wall;Wall
 Street;Street
 derselben;the same
 Flüchtlingen;refugees
 Holland;Holland
 führe;lead
 Nationalmannschaft;National team
 gekennzeichnet;characterized
 kommunalen;municipal
 lokalen;local
 Fassung;version
 Nationen;Nations
 PKK;PKK
 Ruhestand;Retirement
 empfohlen;recommended
 Flug;Flight
 Dimension;Dimension
 verdoppelt;doubled
 dortigen;there
 islamischen;Islamic
 Films;film
 ausgegangen;went out
 gegründete;founded
 aufbauen;build up
 angeschlossen;connected
 steigende;rising
 wohin;where
 Gegenzug;return
 Erbe;Heritage
 gesellschaftliche;social
 Taiwan;Taiwan
 wohnt;lives
 bearbeiten;to edit
 Verarbeitung;Processing
 schöner;more beautiful
 Festival;Festival
 Arbeitslose;unemployed
 Ausstellungen;exhibitions
 Argentinien;Argentina
 Versicherung;Insurance
 bedeute;mean
 lautete;was
 Sozialismus;Socialism
 Held;Hero
 aufeinander;each other
 Auflagen;Pads
 Aktienmarkt;Stock market
 bekanntlich;known
 nehme;suppose
 angeht;As
 Kompetenz;Competence
 Christdemokraten;Christian Democrats
 im;in the
 Grunde;Reasons
 Freizeit;Leisure
 Leidenschaft;Fervor
 stoßen;bump
 Fabrik;Factory
 reiche;rich
 deutet;suggests
 organisierten;organized
 Wann;When
 überwinden;overcome
 Deutschen;German
 Bank;Bank
 blickt;looks
 studiert;educated
 Beratungen;consultations
 lebten;lived
 Finanzen;Finance
 Spielern;players
 Chor;Choir
 freier;free
 Laufzeit;Running time
 Ali;Ali
 Harald;Harald
 vollkommen;perfect
 stattfindet;takes place
 Photo;Photo
 hob;lifted
 Ministerin;Minister
 Präsenz;Presence
 ausgeliefert;delivered
 angegriffen;attacked
 gewohnt;used
 Delegation;Delegation
 geltenden;applicable
 Sonnabend;Saturday
 exakt;exactly
 Architekt;Architect
 Anton;Anton
 Helga;Helga
 zum;to the
 anderen;other
 Abs;Section
 heftige;violent
 schwarz;black
 Release;release
 Altstadt;Old Town
 Modernisierung;Modernization
 Leiden;Suffer
 Italiens;Italy
 Schiffe;Ships
 Bruch;Fracture
 füllen;to fill
 diesjährigen;this year
 EG;EC
 unterhalten;to chat
 Werden;Become
 begangen;committed
 Wohnungsbau;Housing
 zugänglich;accessible
 Oskar;Oskar
 Lafontaine;Lafontaine
 Erika;Erika
 Ausnahmen;exceptions
 Gehalt;Salary
 polnische;Polish
 Diesmal;This time
 N;N
 Varianten;Variants
 Nerven;Annoy
 Flammen;Flame
 Abhängigkeit;dependence
 Zeuge;Witness
 befreien;to free
 zeige;show
 europäischer;European
 nördlich;north
 Kandidatur;Candidacy
 lohnt;worth
 kommentierte;commented
 steuern;control
 Islam;Islam
 still;quiet
 Programms;program
 wesentliche;essential
 Kleidung;Dress
 neuerdings;recently
 anderswo;elsewhere
 sage;legend
 Max;Max
 dorthin;there
 verbesserte;improved
 ausländischer;foreign
 gründen;establish
 errichten;build
 Rahmenbedingungen;conditions
 Märkten;markets
 Komponisten;composer
 Märchen;Fairy tale
 Inhalte;content
 Null;Zero
 Kubikmeter;Cubic meter
 Marketing;Marketing
 nötigen;necessary
 Arbeitsamt;Employment exchange
 Planungen;planning
 Bezirksausschuß;District Committee
 Pressesprecher;Press Officer
 Unterhaltung;Entertainment
 dokumentiert;documented
 Bedingung;Condition
 Tübingen;Tübingen
 Weder;Neither
 Zeichnungen;Drawings
 gewannen;won
 Sabine;Sabine
 Dass;That
 plädiert;advocates
 Übertragung;Transmission
 bist;are
 gekostet;cost
 Bearbeiten;To edit
 Lesen;Read
 getreten;entered
 USD;USD
 leise;quiet
 überdies;moreover
 Mißbrauch;Abuse
 Klubs;clubs
 überleben;to survive
 Termine;Events
 verantworten;responsibility
 stirbt;dies
 Exil;Exile
 kommentiert;commented
 Effekt;Effect
 palästinensischen;Palestinian
 konfrontiert;faced
 Leiche;corpse
 Prozesse;processes
 dramatisch;dramatic
 stimmte;true
 Stadtwerke;Stadtwerke
 Lächeln;Smile
 Berechnungen;calculations
 fügt;adds
 negativ;negative
 griff;Handle
 Verlierer;Loser
 übersehen;overlooked
 Mitternacht;Midnight
 Orten;places
 CD;CD
 Kindes;child
 wirksam;effective
 Goethe;Goethe
 Instanz;instance
 fraglich;questionable
 Erziehung;Education
 medizinische;medical
 Tschechien;Czech Republic
 Frist;period
 gelöscht;deleted
 Klagen;Complain
 Brot;Loaf
 einzusetzen;use
 Miete;Rental fee
 Göppingen;Göppingen
 Professoren;professors
 Wut;anger
 südlichen;southern
 schlimmer;worse
 Gesichter;faces
 Ralf;Ralf
 Einbruch;Burglary
 verraten;betray
 interne;internal
 neuem;new
 W.;W .
 Anzeichen;signs
 eineinhalb;one and a half
 zuordnen;assign
 Zusammenschluß;merger
 Villa;Villa
 schwierige;difficult
 Sieben;Seven
 Auswertung;Evaluation
 Berechnung;Calculation
 Sehr;Very
 befassen;deal
 gewünschte;desired
 unabhängige;independent
 Aspekt;Aspect
 bekamen;received
 Witz;Joke
 Austausch;Exchange
 schwachen;weaknesses
 Schäuble;Schäuble
 demonstrieren;demonstrate
 angemeldet;Registered
 fühlte;felt
 interessieren;interest
 Konkurs;Bankruptcy
 geschah;happened
 Meisterschaft;Championship
 Erfüllung;fulfillment
 Engel;Angel
 Lieferanten;Suppliers
 Neuer;new
 Inland;Inland
 massive;massive
 Gerd;Gerd
 angehören;belong
 aktiven;active
 fremden;strange
 gebrochen;Broken
 geregelt;regulated
 Persönlichkeit;Personality
 Dresdner;Dresden
 Bank;Bank
 Zwecke;purposes
 gesetzliche;legal
 Daran;it
 zugenommen;increased
 Gerichte;Courts
 Jury;Jury
 Humor;Humor
 Entfernung;Distance
 Römer;Romans
 vorliegenden;present
 genannte;called
 angebracht;appropriate
 gewährleistet;guaranteed
 Betriebsrat;Works Council
 Beteiligungen;investments
 gestrigen;yesterday
 Fraktionschef;Group chairman
 UdSSR;USSR
 Marktes;market
 Zurückhaltung;Restraint
 befaßt;deals
 Außenpolitik;Foreign policy
 zurückgekehrt;return
 wußten;knew
 Gertrud;Gertrud
 Weiß;White
 Disziplin;Discipline
 Zusammenbruch;Collapse
 Bestimmungen;provisions
 Stahl;Steel
 Center;Center
 kroatischen;Croatian
 bunten;colorful
 Geschäftsführung;Managing directors
 Rechner;Calculator
 Furcht;Fear
 verzeichnet;records
 günstig;Cheap
 tiefe;depth
 bewältigen;deal with
 Öffnungszeiten;Opening hours
 heiße;name is
 Autors;author
 Bündnis;Alliance
 90/Die;90 /
 Grünen;green
 Sehnsucht;Nostalgia
 Gefangenen;prisoners
 Fülle;wealth
 älter;older
 Mecklenburg-Vorpommern;Mecklenburg-Western Pomerania
 weltweite;worldwide
 Skepsis;Skepticism
 erweist;proves
 ganzes;whole
 ausgewählt;selected
 Magdeburg;Magdeburg
 gleichwohl;however
 Grundgesetz;Basic Law
 organisierte;organized
 Siegfried;Siegfried
 Gewissen;Conscience
 kündigt;announces
 geschossen;shot
 bekräftigte;affirmed
 Mannesmann;Mannesmann
 spürbar;noticeable
 Spielraum;latitude
 integriert;integrated
 verkündete;announced
 traditionell;traditional
 Syrien;Syria
 fließt;flows
 Eva;Eva
 installiert;Installed
 Zum;To the
 einen;a
 Anwendungen;applications
 Lob;Praise
 stabil;stable
 eigenem;private
 Kinos;cinemas
 Gleich;Equal
 starben;died
 literarischen;literary
 aussieht;looks
 Straftaten;crime
 heran;zoom
 Vorstandschef;CEO
 moderner;modern
 Kürze;shortly
 km;km
 verstärken;increase
 Dresdner;Dresden
 Amtsgericht;District Court
 Ebenfalls;Also
 ernannt;appointed
 vertrieben;marketed
 Planeten;planet
 illegal;illegal
 digitalen;digital
 hörte;heard
 momentan;currently
 medizinischen;medical
 kalt;cold
 Vorjahres;previous year
 weiblichen;female
 brauchte;needed
 Commerzbank;Commerzbank
 Können;Can
 erheben;raise
 sozialer;social
 Entschädigung;Compensation
 warnen;to warn
 Juristen;lawyers
